"","estacion","ch_max","ch_min","cn_max","cn_min","cs_max","cs_min","estad_ch_max","estad_ch_min","estad_cn_max","estad_cn_min","estad_cs_max","estad_cs_min"
"1",6.365030529,9.86696815490723,8.50675296783447,7.6521635055542,6.05743551254272,5.04189586639404,3.91250371932983,"r2: 0.92","r2: 0.92","r2: 0.92","r2: 0.91","r2: 0.9","r2: 0.87"
"2",12.17730234,24.2523422241211,22.0350875854492,20.2441825866699,17.0500717163086,14.1070413589478,10.4928483963013,"rmse: 7.26","rmse: 6.27","rmse: 5.47","rmse: 4.25","rmse: 3.33","rmse: 3.2"
"3",20.83611612,41.152702331543,38.406494140625,35.964714050293,31.5594120025635,26.9094676971436,20.9339809417725,"bias: 37.9","bias: 23.8","bias: 15.2","bias: -1.3","bias: -11","bias: -21.4"
"4",13.82583711,12.4630651473999,10.8090648651123,9.65613269805908,7.5847806930542,6.05909585952759,4.34226608276367,"nash: -0.53","nash: -0.14","nash: 0.13","nash: 0.48","nash: 0.68","nash: 0.7"
"5",6.50562789,2.10448050498962,1.68302512168884,1.58555817604065,1.37419128417969,1.65243792533875,2.22548389434814,"","","","","",""
"6",3.317000021,0.357891261577606,0.438050359487534,0.640140354633331,1.00665140151978,1.69016194343567,2.79127955436707,"","","","","",""
"7",2.077209314,0.268905580043793,0.390910744667053,0.609444916248322,1.01725566387177,1.71828806400299,2.84937262535095,"","","","","",""
"8",1.336046514,0.264212876558304,0.415727764368057,0.641216814517975,1.07088565826416,1.77885735034943,2.92217564582825,"","","","","",""
"9",1.646186048,0.508291482925415,0.481444805860519,0.64983057975769,0.912950575351715,1.55579900741577,2.57846832275391,"","","","","",""
"10",2.746744185,7.8263692855835,6.54439353942871,5.98167371749878,4.51168441772461,4.02697134017944,3.06136560440063,"","","","","",""
"11",2.4813023,3.23688054084778,2.44923329353333,2.24281358718872,1.58398175239563,1.72340166568756,1.87292265892029,"","","","","",""
"12",2.895116275,2.82863426208496,2.16609191894531,1.95195972919464,1.46137237548828,1.60016560554504,1.92623102664948,"","","","","",""
