"","estacion","ch_max","ch_min","cn_max","cn_min","cs_max","cs_min","estad_ch_max","estad_ch_min","estad_cn_max","estad_cn_min","estad_cs_max","estad_cs_min"
"1",28.30697674,76.3658447265625,66.7994232177734,60.1555213928223,47.3495750427246,38.256103515625,26.307035446167,"r2: 0.88","r2: 0.88","r2: 0.88","r2: 0.88","r2: 0.87","r2: 0.84"
"2",59.20534884,109.847389221191,97.48486328125,88.5735778808594,71.4405822753906,57.5304222106934,39.2717781066895,"rmse: 30.35","rmse: 24.11","rmse: 20.23","rmse: 14.48","rmse: 13.92","rmse: 18.99"
"3",92.54139535,147.361145019531,133.476470947266,122.96509552002,102.586730957031,84.2799987792969,59.9712982177734,"bias: 69","bias: 49.2","bias: 37.3","bias: 12.5","bias: -0.3","bias: -17.8"
"4",66.24488372,61.9263687133789,53.2149887084961,47.7212104797363,36.5615501403809,30.015567779541,20.5603218078613,"nash: -0.17","nash: 0.26","nash: 0.48","nash: 0.73","nash: 0.75","nash: 0.54"
"5",26.58093023,14.8271903991699,11.9273109436035,11.1586112976074,8.77309417724609,10.0473852157593,11.7232799530029,"","","","","",""
"6",11.05139535,3.68781638145447,3.76431655883789,4.33637475967407,5.64250516891479,8.76544380187988,14.1713104248047,"","","","","",""
"7",5.217209302,2.18507814407349,3.04184174537659,3.84743523597717,5.97480583190918,9.40870475769043,15.4818143844604,"","","","","",""
"8",2.498139535,2.06927227973938,2.86493372917175,3.64331984519958,5.7339973449707,9.14764499664307,15.2082290649414,"","","","","",""
"9",2.870232558,14.0773363113403,11.8692579269409,11.6250591278076,9.85543727874756,11.6230545043945,13.6411008834839,"","","","","",""
"10",7.753953488,39.6844749450684,34.2840690612793,31.9036712646484,25.2949523925781,23.716854095459,19.2978076934814,"","","","","",""
"11",11.75186047,36.0325393676758,30.7285900115967,28.3204689025879,22.0437450408936,20.5422916412354,16.8977241516113,"","","","","",""
"12",17.59604651,52.5334815979004,45.2361030578613,40.9687690734863,31.7520580291748,27.1832218170166,19.9059276580811,"","","","","",""
