"","estacion","ch_max","ch_min","cn_max","cn_min","cs_max","cs_min","estad_ch_max","estad_ch_min","estad_cn_max","estad_cn_min","estad_cs_max","estad_cs_min"
"1",75.10297907,134.525848388672,120.843254089355,106.89867401123,88.8311386108398,68.5161056518555,51.4715156555176,"r2: 0.88","r2: 0.88","r2: 0.88","r2: 0.88","r2: 0.88","r2: 0.86"
"2",163.3488488,233.168640136719,212.410598754883,191.268829345703,161.579147338867,124.568756103516,90.1904602050781,"rmse: 52.29","rmse: 49.88","rmse: 50.09","rmse: 54.24","rmse: 64.22","rmse: 76.67"
"3",287.7941698,339.209289550781,315.404296875,290.902679443359,254.671859741211,206.351974487305,158.283172607422,"bias: -10.4","bias: -18.6","bias: -26.7","bias: -37.1","bias: -48.1","bias: -56.5"
"4",234.9913884,181.490264892578,163.620498657227,144.987808227539,119.918983459473,89.9293365478516,63.2662162780762,"nash: 0.59","nash: 0.63","nash: 0.62","nash: 0.56","nash: 0.38","nash: 0.12"
"5",121.7326837,46.2846450805664,39.289436340332,32.830249786377,25.6983451843262,20.428918838501,18.7540073394775,"","","","","",""
"6",87.98091395,6.96978378295898,6.3479266166687,6.18483209609985,7.41118383407593,11.4059638977051,18.447790145874,"","","","","",""
"7",63.08694651,2.67818427085876,3.72370862960815,4.95747852325439,7.84737348556519,13.4196395874023,21.7356147766113,"","","","","",""
"8",42.10602093,2.54167294502258,3.96004629135132,5.49894666671753,8.67902565002441,14.4994821548462,22.9812355041504,"","","","","",""
"9",30.5447907,5.90208292007446,5.82543802261353,6.12961101531982,7.84560394287109,12.3841981887817,19.8086414337158,"","","","","",""
"10",31.59296512,32.2458114624023,27.6350612640381,23.6122608184814,19.241418838501,17.5447483062744,18.6171245574951,"","","","","",""
"11",32.05031628,29.9785308837891,25.3108062744141,21.2429466247559,16.9728717803955,15.4655027389526,16.9489231109619,"","","","","",""
"12",47.97292791,76.5993499755859,67.5844955444336,58.7334938049316,47.5680503845215,37.2296104431152,29.5931930541992,"","","","","",""
