"","estacion","ch_max","ch_min","cn_max","cn_min","cs_max","cs_min","estad_ch_max","estad_ch_min","estad_cn_max","estad_cn_min","estad_cs_max","estad_cs_min"
"1",31.08416026,116.614936828613,114.837303161621,95.282470703125,87.1845016479492,79.2812347412109,90.0622787475586,"r2: 0.88","r2: 0.84","r2: 0.88","r2: 0.88","r2: 0.87","r2: 0.82"
"2",85.79859086,241.657592773438,376.284271240234,190.319671630859,157.814208984375,125.281402587891,110.111915588379,"rmse: 87.26","rmse: 151.84","rmse: 62.29","rmse: 47.94","rmse: 40.87","rmse: 59.35"
"3",175.2695126,415.882873535156,602.241271972656,345.181091308594,289.71044921875,236.551834106445,188.433547973633,"bias: 90.4","bias: 160.1","bias: 67.4","bias: 65.5","bias: 63.5","bias: 103.7"
"4",140.2439525,145.737365722656,150.64143371582,117.738433837891,104.443397521973,90.6027145385742,96.1600494384766,"nash: -1.43","nash: -6.36","nash: -0.24","nash: 0.27","nash: 0.47","nash: -0.12"
"5",53.83463989,30.9890842437744,36.2528457641602,31.2835693359375,39.7565269470215,48.3588981628418,78.0396499633789,"","","","","",""
"6",30.51643679,11.2343244552612,18.038459777832,19.0215339660645,32.724494934082,46.1462593078613,80.9531860351562,"","","","","",""
"7",14.04925888,9.93520641326904,17.7505626678467,19.2737350463867,33.8916244506836,48.0413818359375,83.489128112793,"","","","","",""
"8",6.634644802,9.84638118743896,17.6533546447754,19.1722564697266,33.7860832214355,47.9332275390625,83.3792343139648,"","","","","",""
"9",2.890647437,9.51848697662354,16.9975471496582,18.2551078796387,32.6172065734863,46.5665969848633,81.869255065918,"","","","","",""
"10",2.628434874,12.2986822128296,18.2461624145508,17.926778793335,30.706563949585,43.2023506164551,77.359748840332,"","","","","",""
"11",2.055699112,13.1764249801636,18.9790458679199,18.5118770599365,31.1265926361084,43.4143676757812,77.4364852905273,"","","","","",""
"12",5.665739254,31.4884338378906,44.5869483947754,29.6234798431396,37.4852676391602,44.9415397644043,74.4402160644531,"","","","","",""
