"","estacion","ch_max","ch_min","cn_max","cn_min","cs_max","cs_min","estad_ch_max","estad_ch_min","estad_cn_max","estad_cn_min","estad_cs_max","estad_cs_min"
"1",191.9379765,224.242645263672,188.440979003906,168.291259765625,125.06120300293,105.629707336426,68.7155380249023,"r2: 0.91","r2: 0.91","r2: 0.91","r2: 0.9","r2: 0.89","r2: 0.72"
"2",275.7753341,293.546081542969,253.122207641602,228.183731079102,176.305023193359,147.253570556641,97.2393112182617,"rmse: 53.22","rmse: 52","rmse: 56.11","rmse: 77.08","rmse: 89.1","rmse: 115.32"
"3",350.9845572,402.316925048828,350.411285400391,314.060821533203,244.023254394531,195.009613037109,122.634834289551,"bias: -4.9","bias: -19.9","bias: -27","bias: -43.3","bias: -46.9","bias: -55.9"
"4",258.7771857,164.386032104492,132.20637512207,114.743667602539,79.4077987670898,66.4881134033203,42.8971519470215,"nash: 0.72","nash: 0.73","nash: 0.69","nash: 0.42","nash: 0.22","nash: -0.3"
"5",105.3384652,25.5847816467285,17.3446578979492,18.6404361724854,15.3098783493042,28.1085147857666,39.9346237182617,"","","","","",""
"6",59.45334874,7.65550947189331,9.37800025939941,14.5967674255371,21.714994430542,36.9584045410156,58.8494911193848,"","","","","",""
"7",45.68904664,6.94001340866089,10.067084312439,15.2522239685059,23.8368148803711,38.731761932373,62.067497253418,"","","","","",""
"8",42.16358154,6.45865201950073,8.80209159851074,14.1778030395508,21.9295024871826,37.2469635009766,59.7087287902832,"","","","","",""
"9",45.0856282,21.1811199188232,15.1231470108032,17.9188995361328,16.6370124816895,30.9413280487061,44.3478851318359,"","","","","",""
"10",65.83293023,101.080764770508,77.5496444702148,67.4267654418945,44.5744552612305,43.1680335998535,34.1481781005859,"","","","","",""
"11",96.13779064,118.566711425781,94.3469390869141,84.4382400512695,58.9948348999023,56.8934364318848,42.8697738647461,"","","","","",""
"12",136.9094654,220.28564453125,184.176040649414,163.977081298828,120.755096435547,102.197425842285,65.6438674926758,"","","","","",""
