"","estacion","ch_max","ch_min","cn_max","cn_min","cs_max","cs_min","estad_ch_max","estad_ch_min","estad_cn_max","estad_cn_min","estad_cs_max","estad_cs_min"
"1",8.609559973,36.5963401794434,32.3846092224121,29.092378616333,23.7531700134277,19.1540985107422,14.4853677749634,"r2: 0.89","r2: 0.89","r2: 0.88","r2: 0.88","r2: 0.86","r2: 0.82"
"2",18.40091887,51.4326629638672,45.9910697937012,41.389232635498,33.9144287109375,26.908712387085,19.2229747772217,"rmse: 18.57","rmse: 15.74","rmse: 13.45","rmse: 9.88","rmse: 6.97","rmse: 5.58"
"3",24.86743168,69.0199127197266,63.0820770263672,57.9119453430176,49.3077239990234,40.7936096191406,30.805419921875,"bias: 142.5","bias: 115.9","bias: 97.5","bias: 68.6","bias: 48.7","bias: 37.4"
"4",20.08273078,27.2035732269287,23.525634765625,20.8804874420166,16.5458240509033,13.2322626113892,10.2016096115112,"nash: -4.17","nash: -2.71","nash: -1.71","nash: -0.46","nash: 0.27","nash: 0.53"
"5",8.332052702,4.25981664657593,3.39880585670471,3.16404390335083,2.99494814872742,3.67396950721741,5.70819091796875,"","","","","",""
"6",2.498934536,1.06648707389832,1.26347935199738,1.75603544712067,2.73195481300354,4.28297901153564,7.2801194190979,"","","","","",""
"7",1.035411121,0.941239535808563,1.46197462081909,2.12203145027161,3.36909103393555,5.07716035842896,8.25198650360107,"","","","","",""
"8",0.532304796,0.822940766811371,1.2575877904892,1.8755499124527,3.06149196624756,4.7356595993042,7.87641286849976,"","","","","",""
"9",0.889979276,2.66983485221863,2.36439204216003,2.53987503051758,2.96082711219788,4.11465311050415,6.63492393493652,"","","","","",""
"10",1.857245119,8.82654190063477,7.34384489059448,6.61965751647949,5.56577730178833,5.42027425765991,6.39738702774048,"","","","","",""
"11",2.883540179,9.70993232727051,7.97317838668823,7.02982711791992,5.66277551651001,5.25579214096069,5.97619915008545,"","","","","",""
"12",4.48047755,16.5388736724854,13.8784770965576,12.1529779434204,9.4539155960083,7.8014063835144,6.95024871826172,"","","","","",""
